zFu9nNPMiUk	012 Maps of Meaning: 12 Truths that Matter (TVO)
knEZN9U-9xc	001 Maps of Meaning: 1 Monsters of Our Own Making (TVO)
lT8TeVvBkgA	002 Maps of Meaning: 2 Contending with Chaos (TVO)
GOcNihk09YM	004 Maps of Meaning: 4 Games People Must Play (TVO)
L9bxcm7hVLU	005 Maps of Meaning: 5 Grappling with Fear (TVO)
V9Ql5V7-OQo	2015 Personality Lecture 10: Humanism: Carl Rogers
aI-pET9YD6A	2015 Maps of Meaning 06b: Mythology: Egyptian Myths / Part 2 (Jordan Peterson)
r_ShAseOvNE	2015 Maps of Meaning 06a: Mythology: Introduction / Part 1 (Jordan Peterson)
VJVMtUb-LEY	2015 Maps of Meaning 05b: Mythology: Enuma Elish / Part 2 (Jordan Peterson)
Ov5pYNPi358	2015 Maps of Meaning 05b: Narrative, Neuropsychology & Mythology III / Part 1 (Jordan Peterson)
A07DV3FXyPo	2015 Personality Lecture 09: Depth Psychology: Sigmund Freud (Part 02)
9Zji6xMkOgo	2015 Personality Lecture 08: Depth Psychology: Sigmund Freud (Part 1)
YCc-Rk1GPpQ	2015 Maps of Meaning 04b: Narrative, Neuropsychology & Mythology II / Part 2 (Jordan Peterson)
rlGqUfIgJfc	2015 Maps of Meaning 04a: Narrative, Neuropsychology & Mythology II / Part 1 (Jordan Peterson)
CFHZyse4VGw	2015 Personality Lecture 07: Depth Psychology: Carl Jung (Part 02)
DC0faZiBcG0	Lecture: 2015 Personality Lecture 06: Depth Psychology: Carl Jung (Part 01)
3nAIAPYuD7c	2015 Maps of Meaning Lecture 03b: Narrative, Neuropsychology & Mythology I (Part 2)
6NVY5KdSfQI	2015 Maps of Meaning Lecture 03a: Narrative, Neuropsychology & Mythology I (Part 1)
ED_TfmwjsEw	2015 Personality Lecture 05: Constructivism: Jean Piaget
UFAyBEKKIBE	2015 Personality Lecture 04: Heroic & Shamanic Initiations II: Mircea Eliade
6Rd10PQVsGs	2015 Maps of Meaning Lecture 02b: Object and Meaning (Part 2)
mO9LUWs5M60	2015 Maps of Meaning Lecture 02a: Object and Meaning (Part 1)
t966lVrHEzo	2015 Personality Lecture 03: Historical Perspectives - Heroic & Shamanic Initiations I Mircea Eliade
9fKZPRAPT1w	2015 Personality Lecture 02: Historical Perspectives - Mythological Representations
ZKpqpBRVr8Y	2015 Personality Lecture 01: Introduction & Overview
rM8JsibkrI8	2015 Maps of Meaning Lecture 1: Introduction (Part 2)
4tQOlQRp3gQ	2015 Maps of Meaning Lecture 01a: Introduction (Part 1)
nqONu6wDYaE	Dragons, Divine Parents, Heroes and Adversaries: A complete cosmology of being
