FFxFoHeOQx4\tThe Problem That Won’t Let You Go\t6252.0\tNA\tNA
Wv7lEyck2mg\tThe Sermon on the Mount | Lecture One (Official) | Peterson Academy\t3861.0\tNA\tNA
IsXdO5RD_NU\tUnderstanding the True Spirit of Christmas\t1078.0\tNA\tNA
epoRGnCWyXw\tPersonality Psychology | Lecture One (Official) | Peterson Academy\t4633.0\tNA\tNA
h69SwIn-bA4\tHow to Plan Your Life | Lecture One (Official) | Peterson Academy\t3719.0\tNA\tNA
Nn1Np7mrFck\tMaps of Meaning | Lecture One (Official) | Peterson Academy\t3944.0\tNA\tNA
r9ZCYC1nsvc\tNavigating Education, Ideology, and Children | Answer the Call | EP 572\t3321.0\tNA\tNA
DMUIONL6jK4\tMaster Relationships, Improve Your Dating Life, and Make Marriage Work  | Answer the Call | EP 571\t3033.0\tNA\tNA
iDzCsJ72NOc\tHow You Should Deal with Stress and Tragedy | Answer the Call | EP 570\t3185.0\tNA\tNA
ovYjdGPE1-4\tFamily Conflicts, Difficult Children & Overcoming Resentment | Answer the Call | EP 569\t3893.0\tNA\tNA
S2EcodX9b_I\tParenting, Social Media, Bullies | Answer the Call | EP 568\t3109.0\tNA\tNA
kS-SY8idpg8\t5 Great Moments From Behind the Paywall | EP 567\t3496.0\tNA\tNA
T2fz9ZhmaQA\tThe Meaning Of: There's No Such Thing as a Dragon | EP 566\t2482.0\tNA\tNA
UJGsioQ59AE\tBody Language Expert: How To Overcome Awkwardness | Vanessa Van Edwards | EP 565\t5702.0\tNA\tNA
KUjKdDXz2Bs\tThe Meaning Of: Hansel & Gretel | EP 564\t3222.0\tNA\tNA
HxVVz2Jorzk\t“Something Non-Human Has Been Here A Long Time” | Dr. Garry Nolan | EP 563\t5431.0\tNA\tNA
SDWZa_7WrFg\tWhat Do We Actually Know About Autism? | Dr. Simon Baron-Cohen | Ep 562\t5896.0\tNA\tNA
TwfJQa-_Y9Q\tScott Adams and Jordan Peterson | EP 561\t4813.0\tNA\tNA
UBtduYEQ7Fw\tWhen Does Masculinity Become Toxic? | David French | EP 560\t4096.0\tNA\tNA
86O_tsSUuJ0\tHow to Stop Europe’s Collapse: Learning from Germany's Mistakes | Christine Anderson | EP 559\t5718.0\tNA\tNA
t427pYWgef4\tThe Meaning Of: Snow White | EP 558\t4905.0\tNA\tNA
kQJu-dcg3ts\tRiley vs. Goliath: How To Take On the Woke Mob and WIN | Riley Gaines | EP 557\t5291.0\tNA\tNA
ErVu7ArBMzw\tTour Live in Omaha: A Night to Change Your Life\t3735.0\tNA\tNA
AflY1CcMkDg\tHow Smartphones are Wrecking Your Life | Jonathan Haidt | EP 556\t5924.0\tNA\tNA
yuc807SP_gA\tJordan Peterson Live on Tour: The Hidden Key to a Fulfilling Life\t5129.0\tNA\tNA
bUA2fUPQ9hY\tHow the Internet Is Breaking Our Brains | Sam Harris | EP 555\t6037.0\tNA\tNA
7hyoONj4nEY\tWhat One Billionaire Knows About Outlasting a Dollar Collapse | Michael Saylor | EP 554\t5245.0\tNA\tNA
Rop6FnLD01o\tWhy Do Smart People Double Down On Bad Ideas? | Dr. Gad Saad | EP 553\t4650.0\tNA\tNA
zvY2PhzV21I\tThe Feminism Debate: Can Women Have It All? | Megyn Kelly | EP 552\t4649.0\tNA\tNA
_4HCtx84uQY\tAn Honest Take on the Looming Energy Crisis | Scott Tinker | EP 551\t5259.0\tNA\tNA
1PupgAZBH4w\tFired by Fox, Beefing With Bill Burr—A True Comic | Tyler Fischer | EP 550\t5057.0\tNA\tNA
iIDxNo_2200\tRace Baiters, Gender Queer, Shiloh Hendrix, & James Lindsay | Matt Walsh | EP 549\t5713.0\tNA\tNA
g8lO2mH3itU\tJordan Peterson Reveals Crucial Differences Between Mothers & Fathers | Parenting\t964.0\tNA\tNA
vHnIaVR-RXc\tJordan Peterson Answers Calls: Advice, Mental Health, Family Dynamics | Mikhaila Fuller | EP 548\t3228.0\tNA\tNA
KM5pf1bQ7ws\tDevelop Your Capacity for Aggression and Force: Jocko’s Leadership Lessons | Jocko Willink | EP 547\t6201.0\tNA\tNA
lyNHvGEJrpY\tThe West Is Too Weak For Radical Islam | Douglas Murray | EP 546\t5715.0\tNA\tNA
QPp6fD_zzZM\tParenting | The Official Trailer\t133.0\tNA\tNA
Jz5x1enxX84\tReaction to Harvard: Scam? | Dr. Jordan B. Peterson | EP 545\t4771.0\tNA\tNA
aYGNTFY4ZIQ\tWhen the Right Goes Too Far | Dr. James Lindsay | EP 544\t5937.0\tNA\tNA
WHQAMGqXGNk\t“You’re Not Gaining Weight Because You’re Lazy” | Dr. Mehmet Oz | EP 543\t6360.0\tNA\tNA
dP0TagcNvCg\tCharlie Kirk’s Personal Story | EP 542\t5750.0\tNA\tNA
918qslcfwfY\tWhy We Stopped Progressing | Peter Thiel | EP 541\t4831.0\tNA\tNA
hSbsQpxFfDA\tFormer NFL Player on Masculinity | Tim Tebow | EP 540\t5131.0\tNA\tNA
QMjqphoMy0k\tThe Best Argument Against Veganism | Joel Salatin | EP 539\t5220.0\tNA\tNA
XHhPc7o7Jig\tSouth Africa: What the West Needs to Learn | Dr. Ernst Roets | EP 538\t5963.0\tNA\tNA
i_Dw0xaa5xM\tWho Did Canada Really Vote For? | EP 537\t5161.0\tNA\tNA
3ryxfgdFFfw\tThe Reason Communism & Marxism Always Fail Is Brutally Simple | Jacob Howland\t932.0\tNA\tNA
4G0Sh-bw6Gw\tThe Curse of Immortality | Jacob Howland\t709.0\tNA\tNA
2OdUTIklC6w\tAncient Stories That Bridge The Heavens & The Earth | Jacob Howland | EP 536\t5984.0\tNA\tNA
dAKXScWJOiE\tIs It Too Late for the UK? A Candid Talk with Winston Marshall | EP 535\t5834.0\tNA\tNA
Po-NHC2ehlo\tWill Tribalism Prevail? | Winston Marshall\t649.0\tNA\tNA
NJY9W3-E0wk\tHow Some Muslim Countries Navigate Extremism | Mark Siljander | EP 534\t5432.0\tNA\tNA
MQg_iIRZGTA\tTrump Is Not To Be Trifled With | Mark Siljander\t640.0\tNA\tNA
T_seRpqUJDo\tDreams, Nightmares, and Neuroscience | Dr. Baland Jalal | EP 533\t6339.0\tNA\tNA
YZB8CS-5EvA\tWhy The Monster In Your Dreams Is Chasing You | Dr. Baland Jalal\t1004.0\tNA\tNA
xOIzDA99xAg\tA Dialogue So Dangerous, It Just Might Bring You Wisdom | John Vervaeke and Jordan Hall | EP 532\t6691.0\tNA\tNA
obQmX3oUv6w\tThe Depths of Dante's Inferno | John Vervaeke and Jordan Hall\t690.0\tNA\tNA
lKljKfHNOzw\tIrreversible Damage at Fourteen | Detransitioner Clementine Breen | EP 531\t6031.0\tNA\tNA
6fPZ8L-O4qg\tWhen She Finally Realized She Wasn't Trans | Clementine Breen\t419.0\tNA\tNA
n0olhPtjvmg\t“Trump’s Behavior is Unpresidential, Unprovoked, Unkind, Almost Certainly Illegal” - Jim Balsillie\t559.0\tNA\tNA
oSJ9gQRZ6vc\tHow Head Start Failed Your Children | Corey DeAngelis\t743.0\tNA\tNA
pbpO2wtHL7w\tFailure or Success in the Time of Trump | Jim Balsillie | EP 530\t6724.0\tNA\tNA
vyR9-k-4w3Y\tWhy Would Good Teachers Stay? | Corey DeAngelis\t654.0\tNA\tNA
oH-8sqXxciY\tThe Lie You've Been Sold About Public Education | Corey DeAngelis | EP 529\t5268.0\tNA\tNA
1nyVHWu7N2Y\tSome Dreams Are Really Nightmares | Dr. Arthur Brooks\t673.0\tNA\tNA
Q8xMW4E7HmI\tAdventure as Lasting Happiness | Dr. Arthur Brooks | EP 528\t6083.0\tNA\tNA
