kbtJJieQX-E\tOur First President, An Indispensable Figure\t354.0\tNA\tNA
KeROfbwzrJo\tBishop Barron & the Presidential Religious Liberty Commission\t2142.0\tNA\tNA
4nstz_G2Qtg\tFear No One - Bishop Barron's Sunday Sermon\t874.0\tNA\tNA
QO3e96bCY8U\tBe Attached to God Alone - Bishop Barron's Sunday Sermon\tNA\tNA\tNA
pmwzhbuSVkE\tJesus Sees Something in You - Bishop Barron's Sunday Sermon\t854.0\tNA\tNA
pMdKX2c9p4M\tBishop Barron Presents | Representative Riley Moore - The Most Persecuted Religion\t3748.0\tNA\tNA
6HHMha9U4XQ\tHow to Keep the Momentum in the Surge of New Conversions\t2084.0\tNA\tNA
Y3ajwigtUmg\tFrom the Exodus to the Eucharist - Bishop Barron's Sunday Sermons\t827.0\tNA\tNA
ggPWZr7QSa8\tThe Father, the Son, and the Holy Spirit - Bishop Barron's Sunday Sermon\t875.0\tNA\tNA
02K7Dae4NKU\tBishop Barron’s New Book on Persecution Against Christians\t2112.0\tNA\tNA
9rs9OLPdn7s\tTongues of Fire - Bishop Barron's Sunday Sermon\t883.0\tNA\tNA
VI8xqGocQz4\tA Tribute to Bob Dylan\t270.0\tNA\tNA
y0R3rM2j92U\tA Declaration of Dependence on God | Rededicate 250 Reflection\t403.0\tNA\tNA
zdd_PPvS3es\tWhat Is the Spirit Calling You to Do? - Bishop Barron's Sunday Sermon\t871.0\tNA\tNA
6EsvapeCVFo\tBishop Barron Presents | Dave Rubin – The Lost Art of Conversation\t3751.0\tNA\tNA
aa8wCLMoN0A\tJoin me in Washington, DC for Rededicate 250\t63.0\tNA\tNA
hO64rqxpxqU\tBishop Barron on Bishop Fulton Sheen\t1978.0\tNA\tNA
5v-YuHDLZ-s\tFive Signs of the Holy Spirit - Bishop Barron's Sunday Sermon\t817.0\tNA\tNA
4tQQVu2GxGA\tThe Dwelling Place of God - Bishop Barron's Sunday Sermon\t850.0\tNA\tNA
oHyViQuX93E\tHeaven in Stone and Glass | Official Trailer | Bishop Barron\t40.0\tNA\tNA
b1ZwRPC34fs\tThe Evangelical Power of the Old Testament\t2477.0\tNA\tNA
QgbjVFVc0ec\tCut to the Heart - Bishop Barron's Sunday Sermon\t845.0\tNA\tNA
3qDb0YqL7MA\tThe Pattern and Presence of Jesus - Bishop Barron's Sunday Sermon\t844.0\tNA\tNA
cSk2XaorJgE\tDoes Hollywood Portray Priests Accurately?\t2341.0\tNA\tNA
wt7nKp6gs6g\tBoth His Wounds and His Peace - Bishop Barron's Sunday Sermon\t851.0\tNA\tNA
TVsczVavxZc\tReading Him in Light of the Scriptures\t775.0\tNA\tNA
gBO454vBmdQ\tThe Earthquake of the Resurrection - Bishop Barron's Sunday Sermon\t870.0\tNA\tNA
MARCEBvuCyo\tThe Glare of the Cross\t485.0\tNA\tNA
v7q4tKntme0\tHe Washed Our Sin Soiled Souls\t898.0\tNA\tNA
KM2v-O-0LEc\tAllow the Grace of Your Anointing\t1000.0\tNA\tNA
TYRgv3gbdNQ\tThe Suffocating “Warmth” of Marxist Collectivism\t2748.0\tNA\tNA
lg95po4yAzs\tGod Enters Into Our Darkness - Bishop Barron's Sunday Sermons\t886.0\tNA\tNA
h1FHXfMagB4\tBishop Barron Presents | David Henrie - Seeking Beauty\t3789.0\tNA\tNA
KkE5zUTJVZs\tJesus Wept - Bishop Barron's Sunday Sermon\t932.0\tNA\tNA
VMq0cGOY2JQ\tSocial Media in Light & Darkness\t1712.0\tNA\tNA
7y3_me_hEBU\tThe Light of the World - Bishop Barron's Sunday Sermon\t899.0\tNA\tNA
8b-qvrZEYw4\tThirsting for God - Bishop Barron's Sunday Sermon\t842.0\tNA\tNA
rlB1JBwt-E4\tCatholic Ministry & Social Media\t1340.0\tNA\tNA
